WADMKK,WADMKC,probability,JOIN_ID
Adm. Kep. Seribu,Kepulauan Seribu Selatan,0.996087989452634,Adm. Kep. Seribu_Kepulauan Seribu Selatan
Adm. Kep. Seribu,Kepulauan Seribu Utara,,Adm. Kep. Seribu_Kepulauan Seribu Utara
Bandung,Arjasari,0.9786512088308292,Bandung_Arjasari
Bandung,Baleendah,0.9900036355364243,Bandung_Baleendah
Bandung,Banjaran,0.9822461440488255,Bandung_Banjaran
Bandung,Bojongsoang,0.9956116726834856,Bandung_Bojongsoang
Bandung,Cangkuang,0.9840327233703954,Bandung_Cangkuang
Bandung,Cicalengka,0.9886856596363416,Bandung_Cicalengka
Bandung,Cikancung,0.9879608427451472,Bandung_Cikancung
Bandung,Cilengkrang,0.9857492614065855,Bandung_Cilengkrang
Bandung,Cileunyi,0.9924624545427352,Bandung_Cileunyi
Bandung,Cimaung,0.9772803592818928,Bandung_Cimaung
Bandung,Cimenyan,0.9857404556013621,Bandung_Cimenyan
Bandung,Ciparay,0.9870533716814446,Bandung_Ciparay
Bandung,Ciwidey,0.9782354099914798,Bandung_Ciwidey
Bandung,Dayeuhkolot,0.995758205731529,Bandung_Dayeuhkolot
Bandung,Ibun,0.9826547562431203,Bandung_Ibun
Bandung,Katapang,0.993814125069386,Bandung_Katapang
Bandung,Kertasari,0.9870161708578634,Bandung_Kertasari
Bandung,Kutawaringin,0.982770044316659,Bandung_Kutawaringin
Bandung,Majalaya,0.9899381997451485,Bandung_Majalaya
Bandung,Margaasih,0.9921925704880306,Bandung_Margaasih
Bandung,Margahayu,0.9947493376298172,Bandung_Margahayu
Bandung,Nagreg,0.9863545600340389,Bandung_Nagreg
Bandung,Pacet,0.978800800844544,Bandung_Pacet
Bandung,Pameungpeuk,0.9927452611577215,Bandung_Pameungpeuk
Bandung,Pangalengan,0.9873193495697551,Bandung_Pangalengan
Bandung,Paseh,0.9840585597468878,Bandung_Paseh
Bandung,Pasirjambu,0.983585480520754,Bandung_Pasirjambu
Bandung,Rancabali,0.9861490594836043,Bandung_Rancabali
Bandung,Rancaekek,0.9950471835490009,Bandung_Rancaekek
Bandung,Solokanjeruk,0.9939697492640344,Bandung_Solokanjeruk
Bandung,Soreang,0.9844995323155408,Bandung_Soreang
Bandung Barat,Batujajar,0.9890165202911941,Bandung Barat_Batujajar
Bandung Barat,Cihampelas,0.9875790336063649,Bandung Barat_Cihampelas
Bandung Barat,Cikalongwetan,0.990888548073002,Bandung Barat_Cikalongwetan
Bandung Barat,Cililin,0.9823515566711,Bandung Barat_Cililin
Bandung Barat,Cipatat,0.9862736468529312,Bandung Barat_Cipatat
Bandung Barat,Cipeundeuy,0.9901890571983167,Bandung Barat_Cipeundeuy
Bandung Barat,Cipongkor,0.9845366892635605,Bandung Barat_Cipongkor
Bandung Barat,Cisarua,0.9868246298723742,Bandung Barat_Cisarua
Bandung Barat,Gununghalu,0.9839071040065748,Bandung Barat_Gununghalu
Bandung Barat,Lembang,0.9869253486334585,Bandung Barat_Lembang
Bandung Barat,Ngamprah,0.9893522983871477,Bandung Barat_Ngamprah
Bandung Barat,Padalarang,0.9897374211110632,Bandung Barat_Padalarang
Bandung Barat,Parongpong,0.9869425345074977,Bandung Barat_Parongpong
Bandung Barat,Rongga,0.9821034475710593,Bandung Barat_Rongga
Bandung Barat,Saguling,0.9890303870843229,Bandung Barat_Saguling
Bandung Barat,Sindangkerta,0.9799837205884241,Bandung Barat_Sindangkerta
Bangkalan,Arosbaya,0.9719999629457496,Bangkalan_Arosbaya
Bangkalan,Bangkalan,0.9800808631925586,Bangkalan_Bangkalan
Bangkalan,Blega,0.9763844521730454,Bangkalan_Blega
Bangkalan,Burneh,0.9790211697257548,Bangkalan_Burneh
Bangkalan,Galis,0.9736625107605573,Bangkalan_Galis
Bangkalan,Geger,0.9716067254686149,Bangkalan_Geger
Bangkalan,Kamal,,Bangkalan_Kamal
Bangkalan,Klampis,0.9718738180227685,Bangkalan_Klampis
Bangkalan,Kokop,0.9631244097679215,Bangkalan_Kokop
Bangkalan,Konang,0.9674298557757506,Bangkalan_Konang
Bangkalan,Kwanyar,0.9873270713716586,Bangkalan_Kwanyar
Bangkalan,Labang,,Bangkalan_Labang
Bangkalan,Modung,0.982353608948614,Bangkalan_Modung
Bangkalan,Sepulu,0.9714452924746754,Bangkalan_Sepulu
Bangkalan,Socah,,Bangkalan_Socah
Bangkalan,Tanah Merah,0.9787590878272461,Bangkalan_Tanah Merah
Bangkalan,Tanjung Bumi,0.971090966285153,Bangkalan_Tanjung Bumi
Bangkalan,Tragah,0.9884369277642164,Bangkalan_Tragah
Banjarnegara,Banjarmangu,0.9950224013347568,Banjarnegara_Banjarmangu
Banjarnegara,Banjarnegara,0.9939663234987758,Banjarnegara_Banjarnegara
Banjarnegara,Batur,0.9952681389093295,Banjarnegara_Batur
Banjarnegara,Bawang,0.9957637542692125,Banjarnegara_Bawang
Banjarnegara,Kalibening,0.9955254723894051,Banjarnegara_Kalibening
Banjarnegara,Karangkobar,0.9951658044111036,Banjarnegara_Karangkobar
Banjarnegara,Madukara,0.9943949412251776,Banjarnegara_Madukara
Banjarnegara,Mandiraja,0.9967943229373291,Banjarnegara_Mandiraja
Banjarnegara,Pagedongan,0.9938815859415379,Banjarnegara_Pagedongan
Banjarnegara,Pagentan,0.9931341141975071,Banjarnegara_Pagentan
Banjarnegara,Pandanarum,0.9962940250265703,Banjarnegara_Pandanarum
Banjarnegara,Pejawaran,0.9953364573270108,Banjarnegara_Pejawaran
Banjarnegara,Punggelan,0.9965930445337298,Banjarnegara_Punggelan
Banjarnegara,Purwanegara,0.9962061430008627,Banjarnegara_Purwanegara
Banjarnegara,Purworeja Klampok,0.9971591415165989,Banjarnegara_Purworeja Klampok
Banjarnegara,Rakit,0.9966540232217285,Banjarnegara_Rakit
Banjarnegara,Sigaluh,0.9929057200785244,Banjarnegara_Sigaluh
Banjarnegara,Susukan,0.9959775926396343,Banjarnegara_Susukan
Banjarnegara,Wanadadi,0.9970894533745298,Banjarnegara_Wanadadi
Banjarnegara,Wanayasa,0.9951055995268945,Banjarnegara_Wanayasa
Bantul,Bambanglipuro,0.9881228615881197,Bantul_Bambanglipuro
Bantul,Banguntapan,0.982948489789123,Bantul_Banguntapan
Bantul,Bantul,0.9848335934278095,Bantul_Bantul
Bantul,Dlingo,0.9797386916761553,Bantul_Dlingo
Bantul,Imogiri,0.983091025017702,Bantul_Imogiri
Bantul,Jetis,0.9892726401418813,Bantul_Jetis
Bantul,Kasihan,0.9860057386853954,Bantul_Kasihan
Bantul,Kretek,0.9829903846082877,Bantul_Kretek
Bantul,Pajangan,0.9847711998048473,Bantul_Pajangan
Bantul,Pandak,0.9941736889159751,Bantul_Pandak
Bantul,Piyungan,0.9736998027786848,Bantul_Piyungan
Bantul,Pleret,0.9764604730979729,Bantul_Pleret
Bantul,Pundong,0.9866951179831802,Bantul_Pundong
Bantul,Sanden,0.9929344739164372,Bantul_Sanden
Bantul,Sedayu,0.9863064215965464,Bantul_Sedayu
